ticket_id,company_id,customer_id,agent_id,created_at,updated_at,closed_at,status,priority,category,subcategory,channel,subject,description,tags,resolution_time_hours,first_response_time_minutes,sla_breached,nps_score,csat_score,sentiment,escalated,reopened_count,related_ticket_ids
TKT000068,COMP00088,CUST00018,AGENT018,2025-12-03 22:12:54,2025-12-05 05:12:54,,PENDING_CUSTOMER,MEDIUM,INFORMATION,HOW_TO,CHAT,Como fazer uma transação PIX?,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,INFORMATION|HOW_TO|CHURN_RISK,,36,FALSE,,,POSITIVE,FALSE,0,
TKT000069,COMP00054,CUST00270,AGENT012,2026-01-01 23:37:54,2026-01-03 06:37:54,2026-01-05 19:20:30,CLOSED,HIGH,TECHNICAL,POS_NOT_WORKING,CHAT,Maquininha não está ligando,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,TECHNICAL|POS_NOT_WORKING|SLA_BREACHED,91.71,129,TRUE,9,3.01,VERY_NEGATIVE,FALSE,0,
TKT000070,COMP00058,CUST00113,AGENT008,2026-01-12 09:24:54,2026-01-12 20:24:54,2026-01-13 02:41:06,RESOLVED,HIGH,FINANCIAL,RECEIPT_ERROR,CHAT,Comprovante não foi emitido,Fiz uma venda de R$ 4958.5 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,FINANCIAL|RECEIPT_ERROR|SLA_BREACHED|CHURN_RISK,17.27,173,TRUE,,,NEUTRAL,FALSE,0,
TKT000071,COMP00078,CUST00029,AGENT006,2025-11-05 09:51:54,2025-11-05 21:51:54,2025-11-07 01:59:06,CLOSED,LOW,TECHNICAL,CARD_NOT_READING,PORTAL,Máquina não lê o cartão,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,TECHNICAL|CARD_NOT_READING,40.12,86,FALSE,,,NEGATIVE,TRUE,0,
TKT000072,COMP00026,CUST00291,AGENT016,2025-12-07 23:15:54,2025-12-09 10:15:54,2025-12-10 03:32:06,CLOSED,HIGH,TECHNICAL,CARD_NOT_READING,EMAIL,Máquina não lê o cartão,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED,52.27,130,TRUE,0,1.93,NEUTRAL,FALSE,0,
TKT000073,COMP00059,CUST00104,AGENT011,2025-10-26 06:42:54,2025-10-26 10:42:54,2025-10-26 10:53:06,CLOSED,HIGH,TECHNICAL,PIX_ERROR,EMAIL,PIX não está funcionando,O pagamento via PIX não está processando. Cliente escaneou o QR Code mas o pagamento não foi aprovado.,TECHNICAL|PIX_ERROR,4.17,155,FALSE,,,NEUTRAL,FALSE,1,
TKT000074,COMP00072,CUST00038,AGENT005,2025-12-24 20:02:54,2025-12-25 07:02:54,,IN_PROGRESS,LOW,COMPLAINT,SYSTEM_DOWN,WHATSAPP,Sistema fora do ar há horas,O sistema está fora do ar desde as X900h e estou perdendo vendas. Preciso de solução urgente!,COMPLAINT|SYSTEM_DOWN,,379,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000075,COMP00098,CUST00288,AGENT006,2025-11-19 21:37:54,2025-11-20 22:37:54,,IN_PROGRESS,MEDIUM,FINANCIAL,WRONG_FEE,PHONE,Taxa cobrada incorretamente,A taxa cobrada nas transações está diferente do contratado. Contratei 2.5% mas está sendo cobrado 3.5%.,FINANCIAL|WRONG_FEE|CHURN_RISK,,162,FALSE,,,NEGATIVE,FALSE,0,
TKT000076,COMP00017,CUST00294,AGENT020,2025-12-22 23:25:54,2025-12-23 14:25:54,2025-12-27 11:04:18,RESOLVED,HIGH,TECHNICAL,PIX_ERROR,PHONE,PIX não está funcionando,O pagamento via PIX não está processando. Cliente escaneou o QR Code mas o pagamento não foi aprovado.,TECHNICAL|PIX_ERROR|SLA_BREACHED,107.64,31,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000077,COMP00089,CUST00178,AGENT024,2025-08-03 11:47:54,2025-08-04 09:47:54,2025-08-06 15:06:30,CLOSED,MEDIUM,COMPLAINT,LONG_WAIT,EMAIL,Muito tempo de espera no suporte,Estou esperando há 41 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT|SLA_BREACHED,75.31,72,TRUE,1,2.4,NEGATIVE,TRUE,0,
TKT000078,COMP00064,CUST00215,AGENT016,2025-08-15 03:56:54,2025-08-16 16:56:54,2025-08-19 17:29:18,RESOLVED,LOW,COMPLAINT,LONG_WAIT,PHONE,Muito tempo de espera no suporte,Estou esperando há 78 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT|SLA_BREACHED,109.54,180,TRUE,,,NEGATIVE,FALSE,0,
TKT000079,COMP00088,CUST00018,,2025-12-31 07:11:54,2026-01-01 08:11:54,,OPEN,LOW,TECHNICAL,CONNECTION_ERROR,EMAIL,Erro de conexão com a máquina,"Estou com problemas de conexão na maquininha. Aparece erro ""Falha de comunicação"" toda vez que tento processar um pagamento.",TECHNICAL|CONNECTION_ERROR|CHURN_RISK,,,FALSE,,,NEUTRAL,FALSE,1,
TKT000080,COMP00063,CUST00048,AGENT021,2025-12-27 21:30:54,2025-12-28 08:30:54,2026-01-01 03:44:42,CLOSED,MEDIUM,COMMERCIAL,CANCELLATION,WHATSAPP,Solicitar cancelamento do serviço,Gostaria de cancelar meu contrato. Estou fechando a loja/mudando de adquirente.,COMMERCIAL|CANCELLATION|SLA_BREACHED,102.23,116,TRUE,1,2.32,NEUTRAL,FALSE,0,
TKT000081,COMP00087,CUST00277,AGENT016,2026-01-02 08:08:54,2026-01-02 18:08:54,2026-01-02 17:46:42,RESOLVED,MEDIUM,FINANCIAL,CHARGEBACK,EMAIL,Estorno indevido na conta,Foi realizado um estorno de R$ 569.99 na minha conta sem autorização. Preciso entender o motivo e reverter.,FINANCIAL|CHARGEBACK|CHURN_RISK,9.63,5,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000082,COMP00068,CUST00246,AGENT016,2026-01-05 17:14:54,2026-01-06 01:14:54,2026-01-07 21:23:54,RESOLVED,CRITICAL,TECHNICAL,PIX_ERROR,WHATSAPP,PIX não está funcionando,O pagamento via PIX não está processando. Cliente escaneou o QR Code mas o pagamento não foi aprovado.,TECHNICAL|PIX_ERROR|SLA_BREACHED|URGENT,52.15,106,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000083,COMP00024,CUST00279,AGENT009,2025-12-24 05:31:54,2025-12-25 10:31:54,2025-12-27 11:55:54,RESOLVED,MEDIUM,COMMERCIAL,PLAN_CHANGE,PORTAL,Quero mudar de plano,Gostaria de informações sobre mudança de plano. Meu volume de vendas aumentou e preciso de condições melhores.,COMMERCIAL|PLAN_CHANGE|SLA_BREACHED|CHURN_RISK,78.4,62,TRUE,,,NEGATIVE,TRUE,0,
TKT000084,COMP00088,CUST00050,AGENT018,2026-01-10 05:36:54,2026-01-10 09:36:54,2026-01-16 02:56:42,CLOSED,MEDIUM,COMPLAINT,POOR_SERVICE,PORTAL,Insatisfação com atendimento,Estou muito insatisfeito com o atendimento. Já abri 5 chamados e ninguém resolve meu problema.,COMPLAINT|POOR_SERVICE|SLA_BREACHED|CHURN_RISK,141.33,214,TRUE,8,3.75,VERY_NEGATIVE,FALSE,0,
TKT000085,COMP00087,CUST00041,AGENT006,2025-12-22 19:25:54,2025-12-23 06:25:54,,IN_PROGRESS,HIGH,COMPLAINT,POOR_SERVICE,PHONE,Insatisfação com atendimento,Estou muito insatisfeito com o atendimento. Já abri 3 chamados e ninguém resolve meu problema.,COMPLAINT|POOR_SERVICE|CHURN_RISK,,113,FALSE,,,NEGATIVE,TRUE,0,
TKT000086,COMP00050,CUST00223,AGENT024,2026-01-03 21:18:54,2026-01-04 02:18:54,2026-01-04 12:23:42,RESOLVED,LOW,TECHNICAL,CARD_NOT_READING,PORTAL,Máquina não lê o cartão,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,TECHNICAL|CARD_NOT_READING,15.08,147,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000087,COMP00072,CUST00235,AGENT014,2025-10-01 16:37:54,2025-10-02 00:37:54,2025-10-04 14:33:06,RESOLVED,MEDIUM,TECHNICAL,UPDATE_NEEDED,EMAIL,Solicitação de atualização da máquina,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,TECHNICAL|UPDATE_NEEDED|SLA_BREACHED,69.92,42,TRUE,,,POSITIVE,FALSE,0,
TKT000088,COMP00083,CUST00147,AGENT019,2025-10-12 05:31:54,2025-10-13 20:31:54,,PENDING_CUSTOMER,MEDIUM,COMMERCIAL,PLAN_CHANGE,PHONE,Quero mudar de plano,Gostaria de informações sobre mudança de plano. Meu volume de vendas aumentou e preciso de condições melhores.,COMMERCIAL|PLAN_CHANGE,,247,FALSE,,,POSITIVE,FALSE,0,
TKT000089,COMP00016,CUST00206,AGENT012,2026-01-12 06:43:54,2026-01-12 08:43:54,2026-01-14 15:49:18,RESOLVED,LOW,FINANCIAL,CHARGEBACK,CHAT,Estorno indevido na conta,Foi realizado um estorno de R$ 341.53 na minha conta sem autorização. Preciso entender o motivo e reverter.,FINANCIAL|CHARGEBACK|SLA_BREACHED,57.09,208,TRUE,,,NEGATIVE,FALSE,0,
TKT000090,COMP00051,CUST00051,AGENT020,2025-08-12 10:19:54,2025-08-14 04:19:54,,PENDING_CUSTOMER,MEDIUM,FINANCIAL,MISSING_PAYMENT,WHATSAPP,Pagamento não caiu na conta,Realizei vendas no dia 08/08/2025 no valor de R$ 7853.29 e o valor não foi creditado na minha conta.,FINANCIAL|MISSING_PAYMENT,,50,FALSE,,,NEUTRAL,FALSE,0,
TKT000091,COMP00053,CUST00249,AGENT010,2025-11-06 05:35:54,2025-11-08 03:35:54,2025-11-09 18:59:18,RESOLVED,LOW,TECHNICAL,POS_NOT_WORKING,PHONE,Maquininha não está ligando,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,TECHNICAL|POS_NOT_WORKING|SLA_BREACHED|CHURN_RISK,85.39,39,TRUE,,,POSITIVE,FALSE,0,
TKT000092,COMP00080,CUST00030,AGENT015,2026-01-02 03:24:54,2026-01-03 12:24:54,2026-01-04 22:24:18,CLOSED,LOW,COMPLAINT,LONG_WAIT,PHONE,Muito tempo de espera no suporte,Estou esperando há 76 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT|SLA_BREACHED,66.99,36,TRUE,3,2.49,VERY_NEGATIVE,FALSE,0,
TKT000093,COMP00060,CUST00283,AGENT010,2025-12-27 11:34:54,2025-12-27 13:34:54,2025-12-30 04:49:54,CLOSED,MEDIUM,COMPLAINT,LONG_WAIT,PHONE,Muito tempo de espera no suporte,Estou esperando há 63 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT|SLA_BREACHED|CHURN_RISK,65.25,46,TRUE,,,NEGATIVE,FALSE,0,
TKT000094,COMP00085,CUST00138,AGENT001,2025-11-30 01:26:54,2025-12-01 08:26:54,2025-12-06 10:37:42,CLOSED,HIGH,TECHNICAL,CARD_NOT_READING,CHAT,Máquina não lê o cartão,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED|CHURN_RISK,153.18,170,TRUE,0,1.9,NEGATIVE,FALSE,0,
TKT000095,COMP00011,CUST00179,AGENT017,2025-12-17 10:58:54,2025-12-19 05:58:54,2025-12-24 05:22:18,RESOLVED,LOW,FINANCIAL,MISSING_PAYMENT,PORTAL,Pagamento não caiu na conta,Realizei vendas no dia 12/12/2025 no valor de R$ 8330.95 e o valor não foi creditado na minha conta.,FINANCIAL|MISSING_PAYMENT|SLA_BREACHED|CHURN_RISK,162.39,219,TRUE,,,NEGATIVE,FALSE,0,
TKT000096,COMP00004,CUST00153,AGENT009,2025-11-22 02:23:54,2025-11-22 19:23:54,2025-11-26 16:47:54,CLOSED,MEDIUM,FINANCIAL,WRONG_FEE,EMAIL,Taxa cobrada incorretamente,A taxa cobrada nas transações está diferente do contratado. Contratei 2.5% mas está sendo cobrado 3.5%.,FINANCIAL|WRONG_FEE|SLA_BREACHED,110.4,233,TRUE,3,1.6,NEUTRAL,FALSE,0,
TKT000097,COMP00042,CUST00207,,2025-11-27 20:19:54,2025-11-28 15:19:54,,OPEN,MEDIUM,TECHNICAL,UPDATE_NEEDED,WHATSAPP,Solicitação de atualização da máquina,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,TECHNICAL|UPDATE_NEEDED|CHURN_RISK,,,FALSE,,,NEGATIVE,FALSE,0,
TKT000098,COMP00053,CUST00299,AGENT021,2025-11-16 22:35:54,2025-11-18 05:35:54,2025-11-23 06:56:18,CLOSED,MEDIUM,FINANCIAL,CHARGEBACK,CHAT,Estorno indevido na conta,Foi realizado um estorno de R$ 1781.52 na minha conta sem autorização. Preciso entender o motivo e reverter.,FINANCIAL|CHARGEBACK|SLA_BREACHED|CHURN_RISK,152.34,176,TRUE,4,4.38,NEUTRAL,TRUE,0,
TKT000099,COMP00012,CUST00133,AGENT021,2025-11-12 23:39:54,2025-11-13 05:39:54,2025-11-14 13:23:42,CLOSED,HIGH,COMPLAINT,LONG_WAIT,WHATSAPP,Muito tempo de espera no suporte,Estou esperando há 53 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT|SLA_BREACHED,37.73,62,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000100,COMP00003,CUST00134,AGENT019,2025-12-06 02:33:54,2025-12-07 16:33:54,2025-12-12 17:14:06,RESOLVED,HIGH,TECHNICAL,CONNECTION_ERROR,PHONE,Erro de conexão com a máquina,"Estou com problemas de conexão na maquininha. Aparece erro ""Falha de comunicação"" toda vez que tento processar um pagamento.",TECHNICAL|CONNECTION_ERROR|SLA_BREACHED|CHURN_RISK,158.67,23,TRUE,,,VERY_NEGATIVE,FALSE,1,
TKT000101,COMP00088,CUST00196,AGENT007,2025-12-11 04:24:54,2025-12-12 02:24:54,2025-12-14 01:27:18,CLOSED,LOW,TECHNICAL,CARD_NOT_READING,PHONE,Máquina não lê o cartão,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED|CHURN_RISK,69.04,150,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000102,COMP00042,CUST00042,AGENT009,2025-12-14 21:16:54,2025-12-15 11:16:54,2025-12-20 05:16:54,RESOLVED,LOW,FINANCIAL,WRONG_FEE,WHATSAPP,Taxa cobrada incorretamente,A taxa cobrada nas transações está diferente do contratado. Contratei 2.5% mas está sendo cobrado 3.5%.,FINANCIAL|WRONG_FEE|SLA_BREACHED|CHURN_RISK,128.0,48,TRUE,,,NEUTRAL,FALSE,0,
TKT000103,COMP00017,CUST00067,AGENT001,2025-12-03 21:00:54,2025-12-04 00:00:54,2025-12-07 14:55:30,RESOLVED,MEDIUM,COMMERCIAL,PLAN_CHANGE,EMAIL,Quero mudar de plano,Gostaria de informações sobre mudança de plano. Meu volume de vendas aumentou e preciso de condições melhores.,COMMERCIAL|PLAN_CHANGE|SLA_BREACHED,89.91,192,TRUE,,,NEGATIVE,FALSE,0,
TKT000104,COMP00039,CUST00272,AGENT012,2026-01-04 20:27:54,2026-01-05 16:27:54,2026-01-05 18:33:54,CLOSED,LOW,INFORMATION,HOW_TO,CHAT,Como fazer uma transação PIX?,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,INFORMATION|HOW_TO,22.1,103,FALSE,4,1.67,POSITIVE,FALSE,0,
TKT000105,COMP00062,CUST00267,AGENT016,2025-12-05 07:00:54,2025-12-06 06:00:54,2025-12-10 13:09:18,CLOSED,LOW,COMPLAINT,LONG_WAIT,EMAIL,Muito tempo de espera no suporte,Estou esperando há 117 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT|SLA_BREACHED,126.14,47,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000106,COMP00092,CUST00068,AGENT002,2026-01-04 16:50:54,2026-01-05 17:50:54,,IN_PROGRESS,MEDIUM,COMPLAINT,POOR_SERVICE,PORTAL,Insatisfação com atendimento,Estou muito insatisfeito com o atendimento. Já abri 3 chamados e ninguém resolve meu problema.,COMPLAINT|POOR_SERVICE|CHURN_RISK,,453,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000107,COMP00014,CUST00025,,2025-11-26 20:34:54,2025-11-28 01:34:54,,OPEN,LOW,TECHNICAL,POS_NOT_WORKING,EMAIL,Maquininha não está ligando,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,TECHNICAL|POS_NOT_WORKING,,,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000108,COMP00065,CUST00079,AGENT022,2026-01-03 19:47:54,2026-01-05 05:47:54,,PENDING_CUSTOMER,MEDIUM,TECHNICAL,POS_NOT_WORKING,WHATSAPP,Maquininha não está ligando,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,TECHNICAL|POS_NOT_WORKING|CHURN_RISK,,143,FALSE,,,NEUTRAL,FALSE,0,
TKT000109,COMP00096,CUST00061,AGENT007,2026-01-01 13:56:54,2026-01-02 12:56:54,2026-01-06 12:16:42,CLOSED,HIGH,FINANCIAL,CHARGEBACK,WHATSAPP,Estorno indevido na conta,Foi realizado um estorno de R$ 3084.11 na minha conta sem autorização. Preciso entender o motivo e reverter.,FINANCIAL|CHARGEBACK|SLA_BREACHED|CHURN_RISK,118.33,80,TRUE,8,2.99,NEUTRAL,FALSE,0,
TKT000110,COMP00086,CUST00046,AGENT017,2025-10-03 22:45:54,2025-10-04 03:45:54,,IN_PROGRESS,LOW,COMMERCIAL,CANCELLATION,CHAT,Solicitar cancelamento do serviço,Gostaria de cancelar meu contrato. Estou fechando a loja/mudando de adquirente.,COMMERCIAL|CANCELLATION,,375,FALSE,,,POSITIVE,FALSE,0,
TKT000111,COMP00048,CUST00152,AGENT010,2026-01-02 16:21:54,2026-01-03 16:21:54,,IN_PROGRESS,LOW,TECHNICAL,CARD_NOT_READING,WHATSAPP,Máquina não lê o cartão,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,TECHNICAL|CARD_NOT_READING,,415,FALSE,,,NEGATIVE,FALSE,0,
TKT000112,COMP00059,CUST00024,AGENT015,2026-01-13 12:45:54,2026-01-15 04:45:54,,IN_PROGRESS,LOW,INFORMATION,HOW_TO,CHAT,Como fazer uma transação PIX?,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,INFORMATION|HOW_TO,,142,FALSE,,,POSITIVE,FALSE,0,
TKT000113,COMP00016,CUST00206,AGENT014,2025-12-23 03:10:54,2025-12-24 21:10:54,2025-12-29 08:06:42,RESOLVED,HIGH,TECHNICAL,CARD_NOT_READING,PHONE,Máquina não lê o cartão,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED,148.93,47,TRUE,,,POSITIVE,FALSE,0,
TKT000114,COMP00099,CUST00082,AGENT025,2026-01-08 22:57:54,2026-01-09 21:57:54,2026-01-13 05:51:54,RESOLVED,MEDIUM,FINANCIAL,RECEIPT_ERROR,WHATSAPP,Comprovante não foi emitido,Fiz uma venda de R$ 2887.82 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,FINANCIAL|RECEIPT_ERROR|SLA_BREACHED|CHURN_RISK,102.9,225,TRUE,,,NEUTRAL,FALSE,0,
TKT000115,COMP00022,CUST00211,AGENT022,2025-12-19 15:11:54,2025-12-21 01:11:54,,PENDING_CUSTOMER,MEDIUM,INFORMATION,HOW_TO,CHAT,Como fazer uma transação PIX?,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,INFORMATION|HOW_TO|CHURN_RISK,,397,FALSE,,,POSITIVE,FALSE,0,
TKT000116,COMP00028,CUST00049,AGENT013,2025-12-19 18:12:54,2025-12-20 04:12:54,,PENDING_CUSTOMER,MEDIUM,COMMERCIAL,CANCELLATION,EMAIL,Solicitar cancelamento do serviço,Gostaria de cancelar meu contrato. Estou fechando a loja/mudando de adquirente.,COMMERCIAL|CANCELLATION,,434,FALSE,,,POSITIVE,FALSE,0,
TKT000117,COMP00063,CUST00241,AGENT002,2025-10-16 12:23:54,2025-10-17 21:23:54,,IN_PROGRESS,CRITICAL,FINANCIAL,RECEIPT_ERROR,WHATSAPP,Comprovante não foi emitido,Fiz uma venda de R$ 2509.08 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,FINANCIAL|RECEIPT_ERROR|URGENT,,119,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000118,COMP00064,CUST00228,AGENT016,2025-10-27 03:22:54,2025-10-29 03:22:54,2025-10-31 17:19:18,RESOLVED,LOW,TECHNICAL,CARD_NOT_READING,WHATSAPP,Máquina não lê o cartão,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED,109.94,31,TRUE,,,VERY_NEGATIVE,TRUE,0,
TKT000119,COMP00096,CUST00047,AGENT011,2025-10-28 21:47:54,2025-10-29 21:47:54,2025-11-03 16:32:18,CLOSED,MEDIUM,FINANCIAL,MISSING_PAYMENT,CHAT,Pagamento não caiu na conta,Realizei vendas no dia 23/10/2025 no valor de R$ 5842.16 e o valor não foi creditado na minha conta.,FINANCIAL|MISSING_PAYMENT|SLA_BREACHED|CHURN_RISK,138.74,214,TRUE,7,2.33,VERY_NEGATIVE,FALSE,0,
TKT000120,COMP00042,CUST00114,AGENT017,2026-01-13 05:34:54,2026-01-14 05:34:54,2026-01-18 03:40:54,CLOSED,LOW,INFORMATION,HOW_TO,PHONE,Como fazer uma transação PIX?,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,INFORMATION|HOW_TO|SLA_BREACHED|CHURN_RISK,118.1,16,TRUE,,,NEUTRAL,FALSE,0,
TKT000121,COMP00065,CUST00210,AGENT007,2026-01-08 22:15:54,2026-01-10 20:15:54,2026-01-11 07:21:54,CLOSED,LOW,FINANCIAL,CHARGEBACK,WHATSAPP,Estorno indevido na conta,Foi realizado um estorno de R$ 691.65 na minha conta sem autorização. Preciso entender o motivo e reverter.,FINANCIAL|CHARGEBACK|SLA_BREACHED|CHURN_RISK,57.1,198,TRUE,10,4.35,POSITIVE,FALSE,0,
TKT000122,COMP00099,CUST00259,AGENT019,2026-01-07 02:27:54,2026-01-08 09:27:54,2026-01-13 13:47:42,RESOLVED,MEDIUM,COMPLAINT,POOR_SERVICE,PORTAL,Insatisfação com atendimento,Estou muito insatisfeito com o atendimento. Já abri 2 chamados e ninguém resolve meu problema.,COMPLAINT|POOR_SERVICE|SLA_BREACHED|CHURN_RISK,155.33,204,TRUE,,,NEGATIVE,FALSE,0,
TKT000123,COMP00027,CUST00054,AGENT020,2025-12-23 21:49:54,2025-12-25 18:49:54,2025-12-29 06:01:54,RESOLVED,LOW,COMPLAINT,LONG_WAIT,CHAT,Muito tempo de espera no suporte,Estou esperando há 71 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT|SLA_BREACHED,128.2,75,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000124,COMP00059,CUST00069,AGENT011,2026-01-06 21:43:54,2026-01-08 19:43:54,,PENDING_CUSTOMER,MEDIUM,COMPLAINT,LONG_WAIT,PHONE,Muito tempo de espera no suporte,Estou esperando há 95 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT,,382,FALSE,,,NEGATIVE,FALSE,0,
TKT000125,COMP00096,CUST00177,AGENT018,2025-09-27 12:42:54,2025-09-29 09:42:54,2025-10-01 23:53:42,CLOSED,LOW,INFORMATION,HOW_TO,PORTAL,Como fazer uma transação PIX?,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,INFORMATION|HOW_TO|SLA_BREACHED|CHURN_RISK,107.18,186,TRUE,5,3.25,NEUTRAL,FALSE,0,
TKT000126,COMP00005,CUST00007,,2025-12-12 17:03:54,2025-12-13 11:03:54,,OPEN,LOW,TECHNICAL,PIX_ERROR,CHAT,PIX não está funcionando,O pagamento via PIX não está processando. Cliente escaneou o QR Code mas o pagamento não foi aprovado.,TECHNICAL|PIX_ERROR,,,FALSE,,,NEUTRAL,FALSE,0,
TKT000127,COMP00057,CUST00032,AGENT020,2025-11-21 08:14:54,2025-11-23 04:14:54,2025-11-26 12:36:30,RESOLVED,MEDIUM,FINANCIAL,RECEIPT_ERROR,PORTAL,Comprovante não foi emitido,Fiz uma venda de R$ 2751.74 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,FINANCIAL|RECEIPT_ERROR|SLA_BREACHED|CHURN_RISK,124.36,226,TRUE,,,NEUTRAL,FALSE,0,
TKT000128,COMP00092,CUST00148,AGENT022,2025-11-20 15:28:54,2025-11-21 12:28:54,2025-11-27 09:45:42,RESOLVED,CRITICAL,COMMERCIAL,PLAN_CHANGE,CHAT,Quero mudar de plano,Gostaria de informações sobre mudança de plano. Meu volume de vendas aumentou e preciso de condições melhores.,COMMERCIAL|PLAN_CHANGE|SLA_BREACHED|CHURN_RISK|URGENT,162.28,18,TRUE,,,NEGATIVE,FALSE,1,
TKT000129,COMP00028,CUST00227,AGENT018,2025-10-20 20:42:54,2025-10-22 20:42:54,2025-10-25 02:17:06,RESOLVED,HIGH,TECHNICAL,UPDATE_NEEDED,CHAT,Solicitação de atualização da máquina,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,TECHNICAL|UPDATE_NEEDED|SLA_BREACHED,101.57,203,TRUE,,,NEUTRAL,FALSE,2,
TKT000130,COMP00034,CUST00039,AGENT018,2026-01-05 11:40:54,2026-01-06 04:40:54,2026-01-06 09:58:18,RESOLVED,MEDIUM,COMPLAINT,POOR_SERVICE,EMAIL,Insatisfação com atendimento,Estou muito insatisfeito com o atendimento. Já abri 2 chamados e ninguém resolve meu problema.,COMPLAINT|POOR_SERVICE,22.29,154,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000131,COMP00014,CUST00080,AGENT022,2026-01-12 06:49:54,2026-01-13 02:49:54,2026-01-15 17:30:06,CLOSED,MEDIUM,TECHNICAL,POS_NOT_WORKING,PORTAL,Maquininha não está ligando,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,TECHNICAL|POS_NOT_WORKING|SLA_BREACHED,82.67,151,TRUE,1,4.14,NEGATIVE,FALSE,0,
TKT000132,COMP00065,CUST00035,,2025-10-31 12:01:54,2025-11-01 02:01:54,,OPEN,LOW,COMPLAINT,POOR_SERVICE,CHAT,Insatisfação com atendimento,Estou muito insatisfeito com o atendimento. Já abri 5 chamados e ninguém resolve meu problema.,COMPLAINT|POOR_SERVICE|CHURN_RISK,,,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000133,COMP00039,CUST00272,,2025-12-15 23:35:54,2025-12-17 04:35:54,,OPEN,MEDIUM,FINANCIAL,RECEIPT_ERROR,PORTAL,Comprovante não foi emitido,Fiz uma venda de R$ 4907.55 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,FINANCIAL|RECEIPT_ERROR,,,FALSE,,,NEUTRAL,FALSE,0,
TKT000134,COMP00059,CUST00021,AGENT010,2025-11-23 07:03:54,2025-11-23 09:03:54,2025-11-29 16:12:54,RESOLVED,MEDIUM,COMPLAINT,LONG_WAIT,PORTAL,Muito tempo de espera no suporte,Estou esperando há 44 minutos para ser atendido. Isso é inaceitável!,COMPLAINT|LONG_WAIT|SLA_BREACHED,153.15,215,TRUE,,,VERY_NEGATIVE,FALSE,0,
